id,year,speechContent,evidence_minus_intuition_score,text_en
304696,1979,und Herren haben wir nicht gerade in diesem Zusammenhang sehr viel stärker zu berücksichtigen da es gerade die Opfer von einst sind die uns gestern wie heute und speziell auch in den vergangenen Monaten im Inland und im Ausland mit groem Ernst zurufen wir dürften einen Schlustrich eben nicht zulassen die uns auffordern die Verjährung aufzuheben weil trotz aller Quälerei ein Ablauf der Verjährungsfrist für sie noch schmerzhafter sein müsse und weil sonst von vornherein auf jeden Versuch verzichtet werde ihnen wenigstens durch Anklage und Verurteilung der Peiniger von einst ein wenig Gerechtigkeit widerfahren zu lassen So zwiespältig unsere Empfindungen angesichts der Erfahrungen mit NSProzessen heute auch sein mögen und sie sind es ich glaube da dieser Ruf der Opfer von einst nicht ungehört verhallen darf 2 Lassen Sie mich noch einen Punkt anführen Schon 1965 auch 1969 auch in den vergangenen Monaten haben wir uns immer wieder gefragt Überfordern,1.3894131,Quota Exceeded
198840,1971,Ich habe das alles nicht nur erlebt oder gesehen ich mute stehen und mich auseinandernehmen lassen Schillers klare Aussagen z B die vom Tag vorher da die Betreffenden keine Prämien für die Stillegung bekommen würden wurden von den Betriebsräten zwar aufgenommen und auch von den anderen dort aber am nächsten Tag wurde in der groen Kundgebung der Demonstration wieder behauptet Die kriegen das doch So ist das Nun machen Sie bitte diese Erfahrung Herr Dr Barzel mit der Volksnähe und mit diesen Sachen Seien Sie versichert auch wir prüfen wie dieser Haushalt in die konjunkturpolitische Landschaft pat Wenn Sie aber generalisierend sagen und Sie haben es gesagt all das enthalte zwar Zusagen aber kein Geld dann wissen Sie stimmt es da bei Ihnen nicht Ich will hier gar nicht die Zuflucht zu billigen Retourkutschen nehmen Heute hat hier Ihr Kollege Franke er hatte schon gestern einige solche Bemerkungen gemacht und,-0.7111963,Quota Exceeded
286279,1978,Diese Zuwachsraten von 45 o im Jahre 1979 und jeweils 4 o in den Jahren 1980 und 1981 bieten den Rentnern Sicherheit und Klarheit über ihre künftigen Rentensteigerungen Die festen Zuwachsraten für die Renten in den nächsten drei Jahren sind der Höhe nach in etwa vergleichbar mit dem Anstieg der Nettoarbeitseinkommen der aktiven Arbeitnehmer wie er sich nach den gegenwärtig geltenden Annahmen über die künftige wirtschaftliche Entwicklung voraussehen lät Diese enge Lohnbezogenheit wird durch die sogenannte Risikoabsicherungsklausel lediglich zusätzlich unterstrichen Diese Klausel würde also überhaupt nur dann greifen können wenn die Steigerung der Löhne und Gehälter der Arbeitnehmer in zwei aufeinanderfolgenden Jahren jeweils um mehr als ein Viertel von den Annahmen der Bundesregierung im Jahresbericht 1978 abweicht Im übrigen können wir davon ausgehen da der Bund der Solidargemeinschaft der Rentenversicherung gegenüber zuallererst in der Pflicht steht bevor sonstige Manahmen erwogen werden und zwar auch ohne Konkretisierung der Bundesgarantie Meine Damen,1.5436107,Quota Exceeded
217066,1973,in diesem Jahr eine intensive Beratung des Einzelplans 04 vorgenommen auch wenn wir unter dem entsprechenden zeitlichen Druck standen Sie sprachen davon da ich hier von irgend jemandem arg in die Zange genommen worden sei Sie sehen Aus der ganzen Zangenbewegung bin ich ziemlich gut wieder herausgekommen Wir haben die Anträge die hier vorgelegt worden sind bereits alle im Haushaltsausschu gehabt Ich habe darüber auch schon heute morgen einiges berichtet Wir gehen davon aus da die Kürzungsvorschläge in Drucksache 7804 vom Parlament abgelehnt werden sollten weil wir das Bundeskanzleramt in den Stand setzen wollen die erforderlichen Koordinierungsaufgaben im Planungsbereich durchführen zu können Ich bin allerdings der Meinung Herr Kollege Baier da wir bezüglich der Ansätze bei beiden Titeln nunmehr eine Gröenordnung erreicht haben bei der es Steigerungsraten in Zukunft nicht mehr geben sollte 1 Sie dürfen mich daran erinnern Sie werden dann feststellen da ich zu dem stehe was ich,0.29252735,Quota Exceeded
310012,1979,Verehrter Herr Präsident Meine Damen und Herren Der verehrte Herr Abgeordnete Würtz beliebte hier soeben zu bemerken die Unionsparteien hätten sich aus der Verteidigungspolitik abgemeldet 0 Lieber Herr Würtz Sie haben sicher eine gewisse Affinität zur bewaffneten Macht aber Ihre Vorstellungen vom militärischen Meldewesen sind doch etwas eigenartig 1 Ich möchte anregen da Sie sich einmal beim Herrn Minister auf der Hardthöhe melden und da der mit Ihnen wegen der Angelegenheit die ich jetzt vortragen werde einmal nach alter Väter Sitte die Hardthöhe herauf und herunter damit Sie auf vernünftige Gedanken kommen Soweit zum Meldewesen 2 Meine Damen und Herren die Zeit ist fortgeschritten daher kurze Bemerkungen Wenn unsere Luft und Raumfahrtindustrie und ich mu über ein Bubenstück aus dem Haushaltsausschu berichten 3 trotz des schweren Starts nach dem vergangenen Kriege heute wieder Anschlu an das luftfahrttechnische Weltniveau gewonnen hat ist dieser Umstand nicht nur auf Initiativen im Zivilbereich wie,0.13370162,Quota Exceeded
305089,1979,dem Bundeshaushalt gezahlten Ausgaben meine Dr Riedl 2 Herren Sozialpolitiker von der SPD für Renten und Unterstützungen nähern Für eine Bundesregierung die ausgezogen ist soziale Ungerechtigkeit durch vermehrte Umverteilung zugunsten der sozial schwächeren Bevölkerungsgruppen zu beseitigen ist es doch eine Bankrotterklärung sondergleichen wenn die Umverteilung von Steuergeldern zugunsten der Zinsempfänger eine höhere Priorität als die Rentenausgaben bekommen hat 3 So betrugen 1969 die Zinsausgaben des Bundes 25 Milliarden DM und die Ausgaben für die Rentenkassen 81 Milliarden DM Das sind Ausgaben im Verhältnis 25 81 1983 ich springe jetzt einmal wird dieses Verhältnis fast paritätisch sein nämlich 43 47 und zwar mit steigender Tendenz zuungunsten der Rentenzahlungen Und dann sprechen Sie davon dieser Haushalt sei sozial Ein weiterer Beweis für die unsolide und gegen den sozialen Wohlstand unserer Bevölkerung gerichtete Ausgabenpolitik ist der Umstand da im Haushaltsjahr 1983 der Schuldendienst erstmals die Summe der aufgenommenen Schulden übersteigt Die Leistungen für,0.76484764,Quota Exceeded
196369,1971,ist das 14 Tage später überstürzt gemacht worden Weil Sie die Angst befällt da Sie die Gunst der Bevölkerung für die Wahlen 1973 mit dieser Wirtschaftspolitik nicht bekommen Das war der nackte Grund Es zeichnet sich doch folgendes ab 5 Ich komme schon mit der Alternative Sie wol len die Ostverträge mit einer ausgelaugten ausgewaschenen BerlinLösung durchbringen Jetzt haben Sie nurmehr das groe Problem der Wirtschafts und Konjunkturpolitik 6 Jetzt haben Sie in einer Art und Weise gehandelt die bei allen Sachverständigen der Weltöffentlichkeit Ansto erregt hat wie schon damals 1969 als Sie die Aufwertung auf dem offenen Markt verkündeten Es kam das Gutachten der wissenschaftlichen Institute Schiller hat es begrüt und in aller Öffentlichkeit wurde darüber gesprochen Die Spekulation hat das wahrgenommen Ich wende mich gar nicht dagegen da Sie den Wechselkurs freigesetzt haben Aber die Art und Weise und die Form wie Sie sich dann in Europa angelegt,-1.756188,Quota Exceeded
179450,1970,Herr Staatssekretär haben Sie in dem Proze den Sie nach dieser Meldung und nach Ihren Ausführungen offenbar gegen Herrn Ziesel geführt haben auch in der zweiten Instanz verloren und trifft es zu da Ihnen auch dort gesagt worden ist es sei durchaus nicht zu beanstanden wenn man Ihr Rechtsgefühl als schief bezeichnen und die Beurteilung doppelte Moral daran anknüpfen würde,-1.3753747,Quota Exceeded
282334,1978,wäre Ich brauche hier glaube ich kaum eine scherzhaft gemeinte Äuerung anzuschlieen da es in Berlin beispielsweise ganze Städte als Bezirke gibt etwa Zehlendorf die könnten dann durchsucht werden wenn wir Ihrer Formulierung folgten Wie gesagt wir halten Ihren Alternativantrag überhaupt nicht für sachgerecht Lassen Sie mich noch einen Satz hinzufügen Wenn Sie sagen Herr Erhard die Ausschlieung des 108 StPO also der Regelung über die Zufallsbeschlagnahme in den Fällen des jetzigen 103 Abs 1 Satz 2 würde zu so grotesken Ergebnissen führen wie die die Sie anführen so ist das schlicht und einfach falsch Sie wissen genau worum es geht Es geht darum da wir Bagatellfälle Zufallsfunde Plakate Bücher und Schnüffeleien bei der Durchsuchung im Zusammenhang mit der Suche nach Terroristen ausschlieen Das wollen wir Auch das verstehen wir unter Verhältnismäigkeitsprinzip Wir lehnen deshalb Ihren Antrag ab 0,-1.5071772,Quota Exceeded
290766,1978,hat die Bundesregierung das Vorschlagsrecht für vier Mitglieder Das fünfte wählt der Bundespräsident aus Die Zusammensetzung des Kuratoriums das den Bundestagspräsidenten zu seinem Vorsitzenden gewählt hat umfat unter Einbeziehung der Stellvertreter alle im Bundestag vertretenen Parteien Der Vorstand und die zur Zeit geltende Satzung samt der Benutzungsordnung tragen dem Umstand Rechnung da die Erben Adenauer den gesamten Nachla soweit er nicht familiären Charakter hat zur Verfügung gestellt haben Die Sicherungsrechte der Familie stehen in Übereinstimmung mit dem Stiftungszweck das Andenken an das Wirken des Staatsmannes Konrad Adenauer zu wahren seinen Nachla zu sammeln zu pflegen und auszuwerten und einen Beitrag zum Verständnis der jüngeren Geschichte sowie des Entstehens der Bundesrepublik Deutschland zu leisten Die Bundesregierung hat in der Begründung des Gesetzentwurfs die Hoffnung ausgedrückt da von der Übertragung des schriftlichen AdenauerNachlasses eine beispielhafte Wirkung ausgehen möge Ein Blick auf das Schicksal anderer Politikernachlässe zeigt da Vorsorge und pfleglicher Umgang nicht,-1.8340373,Quota Exceeded
186311,1970,welch wichtige Funktion die Polizei im Staate innehat und auszuüben verpflichtet ist Ich mu allerdings sagen wie mu dieser Funktionswert der Polizei und höchster Polizeibeamter in der Öffentlichkeit gewertet werden wenn ein Beamter gestatten Sie da auch ich auf den Fall Littmann zurückkomme dem man fachlich persönlich in seiner polizeilichen und beruflichen Leistung nichts vorzuwerfen hat 9 nur deswegen aus dem Amt gedrängt wird zudem noch von unzuständigen Stellen weil er seinen Gesetzes Amts und Verfassungsauftrag genauso verstanden hat wie es soeben der Herr Bundesminister in diesem Hause vorgetragen hat 10,-1.6226683,Quota Exceeded
235022,1974,Teilt die Bundesregierung meine Auffassung da das hohe Ma des Engagements der Kirchen in diesen Bereichen gerade unter dem Gesichtspunkt des Subsidiaritätsprinzips erhalten und ausgebaut werden sollte,-1.5173559,Quota Exceeded
272190,1977,Herr Staatssekretär habe ich Sie richtig verstanden da Sie der Auffassung sind da es sich hier um ein Ermittlungsverfahren der Staatsanwaltschaft handelt und Sie es nicht nur für untunlich sondern geradezu für unzulässig halten sich dazu zu äuern solange die Staatsanwaltschaft ihrerseits ihre Pflicht tut,-2.5931225,Quota Exceeded
281454,1978,Bürger zu sichern 0 Eine solche Feststellung war wie Sie Herr Kollege Haase mit Ihrem Zwischenruf schon deutlich gemacht haben leichtfertig weil alle Debatten im Bundestag die Anhörung im Sozialpolitischen Ausschu die Berichte der Bundesbank die Stellungnahme des Sozialbeirats und die Äuerung der Rentenversicherungsträger von der Regierung überhaupt nicht zur Kenntnis genommen wurden Es war die fehlende Bereitschaft festzustellen auf diese Argumente einzugehen Deswegen kann man den Bundeskanzler auch nicht davon freisprechen da bei der Wahl am 3 Oktober 1976 eben doch eine Absicht zur Täuschung vorhanden war 1 Wenn der Bundesarbeitsminister bei der letzten Haushaltsdebatte immer wieder die Grunddaten des Jahreswirtschaftsberichts die gesamtwirtschaftlichen Annahmen als Grundlage für seine Überlegungen und Unterlassungen darstellte dann mu er sich doch auch daran erinnern da der damalige Finanzminister Schmidt von dieser Stelle aus am 22 September 1972 im Zusammenhang mit den Rentenbeschlüssen die damals gefat wurden feststellte ich möchte fast sagen sehr anmaend,-1.9131684,Quota Exceeded
283454,1978,Herr Staatssekretär wie beurteilen Sie in diesem Zusammenhang die Tatsache da der Betreffende seit 1971 zuerst Grundwehrdienst geleistet hat anschlieend Zeitsoldat war und den Rang eines Stabsunteroffiziers erreicht hat und erst danach bei der Bundeswehr als Koch weiterverwendet wurde,-1.7858912,Quota Exceeded
281222,1978,Kreditpolitik darauf bedacht sein da es nicht zu Friktionen kommt wenn die Unternehmen in verstärktem Mae an den Kapitalmarkt herantreten sollten Zur Zeit besteht allerdings dazu kein Anla weil die Selbstfinanzierungskraft der meisten Unternehmen noch sehr gro ist Abschlieend möchte ich mich wenn Sie mir dies gestatten Herr Präsident noch zur Frage nach den Grenzen der Verschuldung des Bundes äuern Zugegeben sowohl der Schuldenstand als auch die Kreditaufnahme sind aus den dargelegten Gründen auergewöhnlich hoch Unsererseits wird auch nicht verkannt da dadurch eine gewisse Gefahr für den Bundeshaushalt entsteht Denn man kann eine solche Schuldenpolitik nicht auf alle Zeiten fortsetzen dies würde zu einer unvertretbaren Einengung des Haushalts führen Eine absolute Grenze für die Verschuldung des Bundes gibt es allerdings nicht sie lät sich ziffernmäig nicht berechnen Es gibt zwar allerhand Vergleiche ProKopfVerschuldung Vergleich zum Bruttosozialprodukt usw aber sie haben alle keinen absoluten Aussagewert Die Frage bis zu welcher Höhe,-1.338949,Quota Exceeded
191691,1971,Meinen Sie nicht Herr Staatssekretär da man wenn ein Nachholbedarf im Kulturaustausch mit den östlichen Staaten besteht ihn nicht durch Kürzung der Zuschugewährung für den Kulturaustausch mit den westlichen Staaten sondern durch Aufstockung der Mittel befriedigen sollte Moersch Parlamentarischer Staatssekretär beim Bundesminister des Auswärtigen Herr Abgeordneter das ist eine Sache die letztlich der Entscheidung des Hohen Hauses obliegt Das Auswärtige Amt ist gehalten mit den Mitteln auszukommen die im Haushaltsplan vorhanden sind Es war die Ansicht der Kollegen die sich speziell mit dieser Materie befassen da die jetzt bereitgestellte Summe in der Abstimmung des Gesamtprogramms ausreichen müsse Das konnte man tun da man ja nach aller Erfahrung davon ausgehen kann da man bei sozusagen gleichwertigen Bedingungen was die Wechselkurse und die Währungsparitäten betrifft in Staaten mit ähnlicher Struktur im Grunde genomParlamentarischer Staatssekretär Moersch men auf eine staatliche Subventionierung des Kulturaustauschs verzichten kann weil Gastspiele meist so attraktiv sind da sie ihre Kosten durch entsprechende Eintrittsgelder hereinspielen Das ist auch eine sinnvolle Verhaltensweise für einen Staat der nach marktwirtschaftlichen Prinzipien handelt,-1.5125532,Quota Exceeded
266750,1977,Herr Staatssekretär ist damit zu rechnen da nach Abwicklung der Gewährung von Rodeprämien auch Wiederaufpflanzungsprämien gewährt werden,-2.0469737,Quota Exceeded
198782,1971,Bundeshaushalts 1972 etwa bei 84 liege sondern da unter Einrechnung all der Dinge die hier verschleiert worden sind als Steigerungsrate ganz sicher 12 festzuhalten sind Darum die Frage Will ernsthaft jemand behaupten da das ein Beitrag zur Stabilität sein könnte Aber selbst wenn wir von der Rate von 84 ausgehen würden müte man bei der mittelfristigen Finanzplanung dieser Bundesregierung die ein Wachstum des Bruttosozialprodukts bereinigt und netto von 45 ausweist sagen da es kein Beitrag zur Stabilität ist Ich glaube da geht es einfach nicht Herr Bundeswirtschaftsminister da man versucht diese Dinge herunterzuspielen und so zu tun als könnte ein solcher Haushalt mit dieser Steigerungsrate überhaupt einen Beitrag zur Stabilität darstellen Ich meine da fängt das Problem eigentlich erst ernsthaft an und ich habe mich oft gefragt ob es in dieser Situation überhaupt möglich ist einen Haushalt aufzustellen der deutlich dämpfende Wirkung hat Das ist glaube ich ein sehr sehr,-1.3788288,Quota Exceeded
177417,1970,Darf ich Sie nachdem Sie ausgeführt haben da das ganze Haus dieser Stellungnahme zustimme fragen ob auch die FDP inhaltlich zustimmt,-6.8569927,Quota Exceeded
177737,1970,Ich bitte da das die letzte ist ich möchte zum Schlu kommen,-9.260387,Quota Exceeded
191444,1971,Das langweilt gar nicht das unterrichtet das Hohe Haus Ich halte es für notwendig da man dem Hohen Hause das sagt,-8.154623,Quota Exceeded
196823,1971,Ich möchte als wirtschaftsschwache Gebiete das Zonenrandgebiet und die Ausbaugebiete bezeichnen,-7.3391156,Quota Exceeded
205609,1972,Frau Kalinke ich habe kein solches Flugblatt in die Hand bekommen 0 Ich habe kein Flugblatt davon 1,-6.994342,Quota Exceeded
219139,1973,Namens des Vermittlungsausschusses darf ich das Hohe Haus bitten dem Vorschlag des Vermittlungsausschusses zuzustimmen,-6.4469943,Quota Exceeded
219479,1973,Ich habe zu Frage 13 eine Zusatzfrage gehabt Frau Präsidentin Zur Frage 14 hätte ich auch noch eine Zusatzfrage,-7.3969297,Quota Exceeded
235957,1974,Ja aber dann bitte die letzte Ich möchte ja auch zum Schlu kommen,-8.243059,Quota Exceeded
258659,1976,Herr Staatssekretär darf ich Sie darauf aufmerksam machen da das ein Bundesgesetz ist da also der Bundestag bzw der Bund dafür zuständig ist,-6.4849625,Quota Exceeded
260272,1976,Besteht die Absicht in dieser Hinsicht noch zusätzlich etwas zu tun,-6.6023264,Quota Exceeded
301254,1979,Das kommt darauf an wo das Komma ist Frau Präsidentin 0,-7.307631,Quota Exceeded
250434,1975,Ich meine immer noch regieren käme von regere lenken leiten gestalten voraussehen Genau das fehlt in dieser Politik,5.6699677,Quota Exceeded
214826,1973,Herr Bundesminister können Sie eine einzige Stelle nennen wo ich einen Konjunkturzuschlag ohne Untergrenze empfohlen habe,4.799525,Quota Exceeded
247330,1975,Herr Staatssekretär ist es üblich da bei derartigen Ministerreisen die Sekretärinnen ihren Chef zu begleiten pflegen,4.0394535,Quota Exceeded
286308,1978,Herr Staatsminister liegen der Bundesregierung Erkenntnisse über die fachlichen Schwerpunkte der Beratergremien vor,4.062434,Quota Exceeded
225550,1974,Herr Kollege Blüm wären Sie bereit uns Ihre Vorstellungen von Wirtschaftsdemokratie hier zu konkretisieren,4.5975156,Quota Exceeded
232821,1974,Herr Staatssekretär wie verhält sich in anderen Fällen die Bundesregierung wenn sie wie Sie es soeben getan haben registriert da hier etwas äuerst unüblich gewesen sei in der Erklärung eines Vertreters einer anderen Macht,4.002862,Quota Exceeded
259650,1976,Herr Staatsminister können Sie gar keine Zahlen darüber nennen wieviel Familien getrennt sind 0,4.0045714,Quota Exceeded
242057,1975,Herr Staatssekretär ist Ihnen nicht bekannt da der Präsident der Bundesanstalt einige Wochen vorher von einem Liquiditätshilfebedarf von nur einigen hundert Millionen DM gesprochen hat 3 Milliarden DM unterscheiden sich von einigen hundert Millionen recht erheblich,3.8978086,Quota Exceeded
300883,1979,Herr Staatssekretär darf ich Ihrer ersten Antwort entnehmen da der Herr Verteidigungsminister seine erste Überreaktion nämlich ein generelles Ausschankverbot innerhalb der Kasernen während der üblichen Dienststunden verhängen zu wollen noch einmal überdenken wird,3.6799805,Quota Exceeded
189621,1971,Herr Wörner würden Sie bitte so freundlich sein und den Vorwurf der Unwahrhaftigkeit den Sie hier erhoben haben konkretisieren,4.455416,Quota Exceeded
277526,1977,Herr Staatssekretär liegen der Bundesregierung Erkenntnisse vor da so ein Eingreifen der Strafverfolgungsbehörden wie Sie es formulierten notwendig geworden ist,4.33418,Quota Exceeded
205229,1972,Herr Abgeordneter ist nicht vielleicht eine Erhöhung der Preise um nur 2 bei einer stabilen Währung mehr als eine Erhöhung von 5 bei einer Inflation 0,5.1162634,Quota Exceeded
277603,1977,Ich möchte darum bitten informiert zu werden wenn der Bundesregierung hierüber nähere Erkenntnisse vorliegen,4.8968077,Quota Exceeded
431834,1988,Vorstellungen die ganze Richtung nicht pat 19 Denn Sie wollen in der Tat die Planung Wir wollen ein freiheitliches und soziales System Dem entspricht das Festbetragsmodell und es ist zudem völlig marktkonform Deshalb pat es der SPD auch nicht Sie will ich mu es wiederholen die totale Planung im Gesundheitswesen Aber weil das Festbetragsmodell marktkonform ist denn es beschränkt sich auf die Bestimmungen des Leistungsrahmens der Krankenversicherung pat es auch der Arzneimittelindustrie nicht denn diese wünscht keineswegs mehr Wettbewerb und mehr Markt sondern sie möchte den paradiesischen Zustand bewahren bei dem sie sehr weitgehende Spielräume der Preisgestaltung hat und die Krankenkassen alles bezahlen müssen Aber wenn wir diesem wenn wir es beibehielten wirklichen Abkassierungsmodell zu Leibe rücken wollen versucht die SPD uns mit allen Mitteln daran zu hindern Dieses mu auch noch einmal deutlich gesagt werden Fragen Sie meine Herren von der SPD einmal Herrn Rappe was er davon hält,-0.64050716,Quota Exceeded
399016,1986,Herr Präsident Meine Damen und Herren Als der Kollege Haussmann hier seine Rede begann hatte ich vorübergehend den Eindruck hier würde vielleicht mal zur Sache gesprochen 0 Nur Herr Haussmann ein moderater Tonfall hat leider noch nichts mit Redlichkeit zu tun 1 Und wenn Sie über soziale Politik sprechen bitte ich Sie vorher in die amtliche Statistik hineinzusehen 2 Nach der amtlichen Statistik war der Preisanstieg 1985 22 Die von der Mehrheit dieses Hauses beschlossene Rentenanpassung betrug knapp 15 Nach der Statistik des Bundesamtes in Wiesbaden ist der Anstieg der Nettolöhne 1985 bei 17 Wie Sie bei diesen Zahlen einmal eine Steigerung von 07 Prozentpunkten und einmal eine von 05 Prozentpunkten unter dem Preisanstieg hier behaupten Sie hätten Politik für die Rentner und Arbeitnehmer gemacht ist das Geheimnis Ihrer Unredlichkeit 3 Genauso unredlich geht der Bundeswirtschaftsminister nicht ganz so moderat im Ton wie Sie mit den Fakten um wenn er,0.5967506,Quota Exceeded
348373,1982,mehr demokratischer Gleichheit den HerrnimHauseStandpunkt entgegenstellt für unser Volk ein politisches Unglück wäre 68 Darum bitten wir die Bürgerinnen und Bürger unseres Landes 69 dieser Politik durch ihre Stimmabgabe am 6 März ein Ende zu setzen 70 Wir sind der festen Überzeugung da es dem inneren Frieden dieses Landes dienen würde 71 wenn diese Übergangsregierung eine bloe Episode bliebe 72,1.5907857,Quota Exceeded
355762,1983,Grofeuerungsanlagen vor In beiden Bereichen sind ökonomische Anreize durch Steuern oder Abgaben sehr sinnvolle Instrumente und die Bundesregierung wäre gut beraten wenn sie diese zur Beschleunigung ihrer bisher ungenügenden Auflagen einsetzte Die Frage ist nur ob man unverbleites Benzin wirklich verbilligen sollte oder ob es nicht besser wäre die Mineralölsteuer für bleihaltiges Benzin deutlich und stufenweise zu erhöhen Ich denke dabei nicht in erster Linie an die Staatskasse die allerdings eine Aufbesserung dann verdient hätte wenn diese Aufbesserung des Mineralölsteueraufkommens zielgerichtet für die Finanzierung einer neuen Verkehrskonzeption und für die Beseitigung der negativen Folgen des Straenverkehrs eingesetzt würde Wichtig erscheint mir die Belassung des heutigen Mineralölsteuerniveaus vor allem deshalb um die Anziehungskraft des öffentlichen Nahverkehrs gegenüber dem Individualverkehr zu stärken und die Bereitschaft der Bevölkerung zum Umsteigen vom Auto auf Bus Bahn und Fahrrad zu erhöhen 1 Auerdem schlagen wir vor aber das sage ich jetzt nur nebenbei die Kraftfahrzeugsteuer,1.166533,Quota Exceeded
375579,1984,Herr Präsident Meine Damen und Herren In der Debatte war von Besinnlichkeit und Hoffnung die Rede Beschworen wurde der bäuerliche Familienbetrieb Ich habe mich gefragt Wie mu das eigentlich auf denjenigen wirken der auf einem Grünlandbetrieb in der Wesermarsch oder in Ostfriesland sitzt der schwer um seine Existenz ringt der Milchkontingentierung und ihrer Auswirkungen wegen 0 und hier nun gesagt bekommt er solle doch besinnlich und hoffnungsvoll sein Auf den mu das wie Zynismus wirken wie nichts anderes 1 Wahrscheinlich ist es das auch 2 Ich bin dafür da wir uns darüber verständigen was denn die Ursachen der Schwierigkeiten sind in denen sich bäuerliche Familienbetriebe befinden Es nutzt gar nichts ihre Existenz zu beschwören wenn man sich nicht wenigstens über diese Ursachen verständigt Ich glaube die Ursache liegt in der Krise in der sich europäische Agrarpolitik befindet Da sie in der Krise ist dürfte inzwischen für alle Betroffenen seien sie,0.43434024,Quota Exceeded
333824,1981,Herr Staatssekretär wir haben heute rund 865 000 Männer und Frauen in den Wehren Können Sie mir sagen wie viele dieser Männer und Frauen in den nächsten Jahren eine Ausbildung bzw Fortbildung benötigen und wie gro der Anteil ist den der Bund pro Aus und Fortzubildendem hierfür ausgibt und gehe ich richtig in der Annahme da die integrierte Ausbildung soweit sie sich auf den Verteidigungsfall bezieht eine Aufgabe des Bundes ist von Schoeler Parl Staatssekretär Herr Kollege Stutzer die ersten beiden Fragen die Sie gestellt haben betreffen den Zuständigkeitsbereich der Länder Ich bin gern bereit sie zu beantworten aber ich bitte um Verständnis dafür da ich das hier nicht aus dem Stegreif machen möchte Ich werde Ihnen die Frage schriftlich beantworten,-0.48701853,Quota Exceeded
420284,1987,Ergebnis zu erhalten mu man Sachverständige aus Ihrer Sicht offensichtlich erst einmal richtig auswählen und notfalls so lange austauschen bis sie das Richtige von sich geben 3 Mit diesen Spielregeln für das Verhältnis von Politik und Wissenschaft können wir uns nicht anfreunden 4 Ihnen kommt es nur darauf an da ein Wissenschaftler von vornherein das richtige politische Bekenntnis hat Damit können wir nichts anfangen Ich stelle nur fest Sie haben bezogen auf diese Wissenschaftler nichts Konkretes behauptet was deren Unabhängigkeit in Frage stellt Ich kann deshalb nur zu dem Schlu kommen Das was diese Wissenschaftler auf EGEbene empfohlen haben halten wir zwar nicht für richtig aber ihre Unabhängigkeit und ihre Fachkompetenz stellen wir deshalb noch lange nicht in Frage Ich gehe sodann noch kurz auf die Begründung Ihres Antrages ein weil einige ganz böse Dinge darin stehen Sie sagen zunächst einmal Wer Grenzwerte feststellt will die Kernenergie weiter nutzen Das,-0.57652533,Quota Exceeded
